year: 2007,,,,,,,,,,,,
Week,Day,Date,,Winner/tie,,Loser/tie,PtsW,PtsL,YdsW,TOW,YdsL,TOL
4,Sun,28-Sep,boxscore,Washington Redskins,,New England Patriots,20,17,253,0,387,4
4,Sun,28-Sep,boxscore,Carolina Panthers,,Atlanta Falcons,23,3,361,1,267,1
4,Sun,28-Sep,boxscore,Houston Texans,,Jacksonville Jaguars,24,20,339,4,342,5
4,Mon,29-Sep,boxscore,Green Bay Packers,@,Chicago Bears,38,23,380,1,361,2
Week,Day,Date,,Winner/tie,,Loser/tie,PtsW,PtsL,YdsW,TOW,YdsL,TOL
5,Sun,5-Oct,boxscore,Miami Dolphins,@,New York Giants,23,10,285,1,350,4
5,Sun,5-Oct,boxscore,Carolina Panthers,,New Orleans Saints,19,13,309,1,344,1
5,Sun,5-Oct,boxscore,Philadelphia Eagles,,Washington Redskins,27,25,267,2,307,2
5,Sun,5-Oct,boxscore,Chicago Bears,,Oakland Raiders,24,21,344,3,301,2
5,Sun,5-Oct,boxscore,Green Bay Packers,,Seattle Seahawks,35,13,336,0,343,2
5,Sun,5-Oct,boxscore,Minnesota Vikings,@,Atlanta Falcons,39,26,399,1,440,3
5,Sun,5-Oct,boxscore,Jacksonville Jaguars,,San Diego Chargers,27,21,436,1,346,2
5,Sun,5-Oct,boxscore,San Francisco 49ers,,Detroit Lions,24,17,325,1,305,2
5,Sun,5-Oct,boxscore,Dallas Cowboys,,Arizona Cardinals,24,7,365,1,151,2
5,Sun,5-Oct,boxscore,Kansas City Chiefs,,Denver Broncos,24,23,262,2,468,1
5,Sun,5-Oct,boxscore,Cleveland Browns,@,Pittsburgh Steelers,33,13,324,2,209,3
5,Sun,5-Oct,boxscore,Buffalo Bills,,Cincinnati Bengals,22,16,257,0,279,2
5,Sun,5-Oct,boxscore,New England Patriots,,Tennessee Titans,38,30,354,0,411,1
5,Mon,6-Oct,boxscore,Indianapolis Colts,@,Tampa Bay Buccaneers,38,35,455,2,457,1
Week,Day,Date,,Winner/tie,,Loser/tie,PtsW,PtsL,YdsW,TOW,YdsL,TOL
6,Sun,12-Oct,boxscore,New Orleans Saints,,Chicago Bears,20,13,283,0,271,2
6,Sun,12-Oct,boxscore,Carolina Panthers,@,Indianapolis Colts,23,20,341,2,369,3
6,Sun,12-Oct,boxscore,Dallas Cowboys,,Philadelphia Eagles,23,21,292,1,232,1
6,Sun,12-Oct,boxscore,Tampa Bay Buccaneers,@,Washington Redskins,35,13,379,0,275,3
6,Sun,12-Oct,boxscore,Tennessee Titans,,Houston Texans,38,17,535,1,458,3
6,Sun,12-Oct,boxscore,Seattle Seahawks,,San Francisco 49ers,20,19,333,1,261,1
6,Sun,12-Oct,boxscore,Baltimore Ravens,@,Arizona Cardinals,26,18,285,0,320,3
6,Sun,12-Oct,boxscore,Miami Dolphins,@,Jacksonville Jaguars,24,10,234,2,332,5
6,Sun,12-Oct,boxscore,New York Jets,,Buffalo Bills,30,3,233,0,193,4
6,Sun,12-Oct,boxscore,New England Patriots,,New York Giants,17,6,220,0,382,5
6,Sun,12-Oct,boxscore,Kansas City Chiefs,@,Green Bay Packers,40,34,482,0,440,2
6,Sun,12-Oct,boxscore,Cleveland Browns,,Oakland Raiders,13,7,284,1,254,0
6,Sun,12-Oct,boxscore,Denver Broncos,,Pittsburgh Steelers,17,14,242,3,215,1
6,Mon,13-Oct,boxscore,St. Louis Rams,,Atlanta Falcons,36,0,496,3,209,4
Week,Day,Date,,Winner/tie,,Loser/tie,PtsW,PtsL,YdsW,TOW,YdsL,TOL
7,Sun,19-Oct,boxscore,Seattle Seahawks,,Chicago Bears,24,17,335,2,211,2
7,Sun,19-Oct,boxscore,Philadelphia Eagles,@,New York Giants,14,10,134,2,339,2
7,Sun,19-Oct,boxscore,Cincinnati Bengals,,Baltimore Ravens,34,26,303,0,401,3
7,Sun,19-Oct,boxscore,New England Patriots,@,Miami Dolphins,19,13,332,2,326,3
7,Sun,19-Oct,boxscore,New York Jets,@,Houston Texans,19,14,300,0,325,0
7,Sun,19-Oct,boxscore,Dallas Cowboys,@,Detroit Lions,38,7,331,1,157,4
7,Sun,19-Oct,boxscore,Tennessee Titans,@,Carolina Panthers,37,17,348,0,383,4
7,Sun,19-Oct,boxscore,St. Louis Rams,,Green Bay Packers,34,24,370,2,372,4
7,Sun,19-Oct,boxscore,Minnesota Vikings,,Denver Broncos,28,20,340,0,321,3
7,Sun,19-Oct,boxscore,San Diego Chargers,@,Cleveland Browns,26,20,289,2,277,2
7,Sun,19-Oct,boxscore,Buffalo Bills,,Washington Redskins,24,7,432,2,169,1
7,Sun,19-Oct,boxscore,San Francisco 49ers,,Tampa Bay Buccaneers,24,7,458,2,326,4
7,Sun,19-Oct,boxscore,New Orleans Saints,@,Atlanta Falcons,45,17,506,1,238,1
7,Mon,20-Oct,boxscore,Kansas City Chiefs,@,Oakland Raiders,17,10,319,1,357,3
Week,Day,Date,,Winner/tie,,Loser/tie,PtsW,PtsL,YdsW,TOW,YdsL,TOL
8,Sun,26-Oct,boxscore,Tampa Bay Buccaneers,,Dallas Cowboys,16,0,261,0,178,3
8,Sun,26-Oct,boxscore,Philadelphia Eagles,,New York Jets,24,17,306,2,377,2
8,Sun,26-Oct,boxscore,St. Louis Rams,@,Pittsburgh Steelers,33,21,448,0,245,4
8,Sun,26-Oct,boxscore,Carolina Panthers,@,New Orleans Saints,23,20,368,0,294,3
8,Sun,26-Oct,boxscore,Arizona Cardinals,,San Francisco 49ers,16,13,314,1,255,1
8,Sun,26-Oct,boxscore,Indianapolis Colts,,Houston Texans,30,21,391,1,270,2
8,Sun,26-Oct,boxscore,Tennessee Titans,@,Jacksonville Jaguars,30,17,320,1,293,3
8,Sun,26-Oct,boxscore,Cincinnati Bengals,,Seattle Seahawks,27,24,412,0,459,5
8,Sun,26-Oct,boxscore,New York Giants,@,Minnesota Vikings,29,17,450,1,359,2
8,Sun,26-Oct,boxscore,Chicago Bears,,Detroit Lions,24,16,261,0,260,2
8,Sun,26-Oct,boxscore,Baltimore Ravens,,Denver Broncos,26,6,277,0,194,2
8,Sun,26-Oct,boxscore,New England Patriots,,Cleveland Browns,9,3,347,0,203,1
8,Sun,26-Oct,boxscore,Kansas City Chiefs,,Buffalo Bills,38,5,375,0,266,7
8,Mon,27-Oct,boxscore,Miami Dolphins,@,San Diego Chargers,26,10,264,1,250,3
Week,Day,Date,,Winner/tie,,Loser/tie,PtsW,PtsL,YdsW,TOW,YdsL,TOL
9,Sun,2-Nov,boxscore,Seattle Seahawks,,Pittsburgh Steelers,23,16,289,0,320,0
9,Sun,2-Nov,boxscore,Dallas Cowboys,,Washington Redskins,21,14,400,4,213,0
9,Sun,2-Nov,boxscore,Arizona Cardinals,,Cincinnati Bengals,17,14,304,1,263,2
9,Sun,2-Nov,boxscore,New York Giants,@,New York Jets,31,28,413,0,392,4
9,Sun,2-Nov,boxscore,Houston Texans,,Carolina Panthers,14,10,267,0,367,1
9,Sun,2-Nov,boxscore,Baltimore Ravens,,Jacksonville Jaguars,24,17,259,2,320,3
9,Sun,2-Nov,boxscore,Chicago Bears,,San Diego Chargers,20,7,341,1,199,1
9,Sun,2-Nov,boxscore,Indianapolis Colts,@,Miami Dolphins,23,17,356,2,239,2
9,Sun,2-Nov,boxscore,Philadelphia Eagles,@,Atlanta Falcons,23,16,430,0,278,2
9,Sun,2-Nov,boxscore,Detroit Lions,,Oakland Raiders,23,13,229,2,265,4
9,Sun,2-Nov,boxscore,Green Bay Packers,@,Minnesota Vikings,30,27,451,1,323,0
9,Sun,2-Nov,boxscore,San Francisco 49ers,,St. Louis Rams,30,10,389,2,340,3
9,Sun,2-Nov,boxscore,New Orleans Saints,@,Tampa Bay Buccaneers,17,14,257,1,352,6
9,Mon,3-Nov,boxscore,New England Patriots,@,Denver Broncos,30,26,419,2,277,1
Week,Day,Date,,Winner/tie,,Loser/tie,PtsW,PtsL,YdsW,TOW,YdsL,TOL
10,Sun,9-Nov,boxscore,St. Louis Rams,,Baltimore Ravens,33,22,121,4,267,7
10,Sun,9-Nov,boxscore,Washington Redskins,,Seattle Seahawks,27,20,379,2,346,3
10,Sun,9-Nov,boxscore,San Diego Chargers,,Minnesota Vikings,42,28,458,0,460,2
10,Sun,9-Nov,boxscore,Tennessee Titans,,Miami Dolphins,31,7,324,0,224,5
10,Sun,9-Nov,boxscore,Cincinnati Bengals,,Houston Texans,34,27,422,1,269,1
10,Sun,9-Nov,boxscore,Kansas City Chiefs,,Cleveland Browns,41,20,443,2,199,2
10,Sun,9-Nov,boxscore,Detroit Lions,,Chicago Bears,12,10,248,0,199,1
10,Sun,9-Nov,boxscore,Jacksonville Jaguars,,Indianapolis Colts,28,23,353,2,394,2
10,Sun,9-Nov,boxscore,Carolina Panthers,,Tampa Bay Buccaneers,27,24,341,2,347,1
10,Sun,9-Nov,boxscore,Dallas Cowboys,,Buffalo Bills,10,6,236,0,185,2
10,Sun,9-Nov,boxscore,Pittsburgh Steelers,,Arizona Cardinals,28,15,246,1,379,1
10,Sun,9-Nov,boxscore,Atlanta Falcons,@,New York Giants,27,7,274,0,320,4
10,Sun,9-Nov,boxscore,New York Jets,@,Oakland Raiders,27,24,424,0,355,1
10,Mon,10-Nov,boxscore,Philadelphia Eagles,@,Green Bay Packers,17,14,282,0,309,3
Week,Day,Date,,Winner/tie,,Loser/tie,PtsW,PtsL,YdsW,TOW,YdsL,TOL
11,Sun,16-Nov,boxscore,Cleveland Browns,,Arizona Cardinals,44,6,481,0,187,4
11,Sun,16-Nov,boxscore,Miami Dolphins,,Baltimore Ravens,9,6,267,1,223,3
11,Sun,16-Nov,boxscore,Oakland Raiders,,Minnesota Vikings,28,18,375,2,467,6
11,Sun,16-Nov,boxscore,Carolina Panthers,,Washington Redskins,20,17,427,4,181,2
11,Sun,16-Nov,boxscore,Philadelphia Eagles,,New York Giants,28,10,376,1,361,1
11,Sun,16-Nov,boxscore,Green Bay Packers,@,Tampa Bay Buccaneers,20,13,282,1,285,3
11,Sun,16-Nov,boxscore,St. Louis Rams,@,Chicago Bears,23,21,320,3,241,2
11,Sun,16-Nov,boxscore,Indianapolis Colts,,New York Jets,38,31,538,0,324,0
11,Sun,16-Nov,boxscore,New Orleans Saints,,Atlanta Falcons,23,20,403,4,244,3
11,Sun,16-Nov,boxscore,Tennessee Titans,,Jacksonville Jaguars,10,3,246,3,271,2
11,Sun,16-Nov,boxscore,Seattle Seahawks,,Detroit Lions,35,14,366,0,357,2
11,Sun,16-Nov,boxscore,Denver Broncos,,San Diego Chargers,37,8,448,3,96,4
11,Sun,16-Nov,boxscore,Houston Texans,@,Buffalo Bills,12,10,245,1,335,1
11,Sun,16-Nov,boxscore,Cincinnati Bengals,,Kansas City Chiefs,24,19,422,0,371,0
11,Sun,16-Nov,boxscore,New England Patriots,,Dallas Cowboys,12,0,268,1,291,3
11,Mon,17-Nov,boxscore,San Francisco 49ers,,Pittsburgh Steelers,30,14,423,0,349,2
Week,Day,Date,,Winner/tie,,Loser/tie,PtsW,PtsL,YdsW,TOW,YdsL,TOL
12,Sun,23-Nov,boxscore,Green Bay Packers,,San Francisco 49ers,20,10,379,3,192,1
12,Sun,23-Nov,boxscore,Chicago Bears,@,Denver Broncos,19,10,217,0,365,0
12,Sun,23-Nov,boxscore,Pittsburgh Steelers,@,Cleveland Browns,13,6,168,0,303,5
12,Sun,23-Nov,boxscore,New England Patriots,@,Houston Texans,23,20,472,3,169,2
12,Sun,23-Nov,boxscore,New York Jets,,Jacksonville Jaguars,13,10,282,1,330,2
12,Sun,23-Nov,boxscore,Kansas City Chiefs,,Oakland Raiders,27,24,384,0,379,0
12,Sun,23-Nov,boxscore,Cincinnati Bengals,@,San Diego Chargers,34,27,444,1,325,0
12,Sun,23-Nov,boxscore,Philadelphia Eagles,,New Orleans Saints,33,20,448,0,466,3
12,Sun,23-Nov,boxscore,Baltimore Ravens,,Seattle Seahawks,44,41,426,2,426,3
12,Sun,23-Nov,boxscore,St. Louis Rams,@,Arizona Cardinals,30,27,415,5,358,2
12,Sun,23-Nov,boxscore,Miami Dolphins,,Washington Redskins,24,23,317,3,277,2
12,Sun,23-Nov,boxscore,Minnesota Vikings,,Detroit Lions,24,14,307,2,241,4
12,Sun,23-Nov,boxscore,Dallas Cowboys,,Carolina Panthers,24,20,319,1,244,2
12,Sun,23-Nov,boxscore,Tennessee Titans,@,Atlanta Falcons,38,31,347,1,282,2
12,Sun,23-Nov,boxscore,Indianapolis Colts,@,Buffalo Bills,17,14,326,1,228,1
12,Mon,24-Nov,boxscore,Tampa Bay Buccaneers,,New York Giants,19,13,358,3,212,4
Week,Day,Date,,Winner/tie,,Loser/tie,PtsW,PtsL,YdsW,TOW,YdsL,TOL
13,Thu,27-Nov,boxscore,Miami Dolphins,@,Dallas Cowboys,40,21,365,1,354,5
13,Thu,27-Nov,boxscore,Detroit Lions,,Green Bay Packers,22,14,266,1,320,5
13,Sun,30-Nov,boxscore,Kansas City Chiefs,@,San Diego Chargers,28,24,335,2,370,3
13,Sun,30-Nov,boxscore,Jacksonville Jaguars,,Tampa Bay Buccaneers,17,10,359,1,221,1
13,Sun,30-Nov,boxscore,Cincinnati Bengals,@,Pittsburgh Steelers,24,20,379,0,384,2
13,Sun,30-Nov,boxscore,Houston Texans,,Atlanta Falcons,17,13,236,1,243,1
13,Sun,30-Nov,boxscore,Denver Broncos,@,Oakland Raiders,22,8,287,1,262,3
13,Sun,30-Nov,boxscore,Baltimore Ravens,,San Francisco 49ers,44,6,282,2,264,4
13,Sun,30-Nov,boxscore,Buffalo Bills,@,New York Giants,24,7,403,0,222,1
13,Sun,30-Nov,boxscore,Seattle Seahawks,,Cleveland Browns,34,7,463,1,214,3
13,Sun,30-Nov,boxscore,Chicago Bears,,Arizona Cardinals,28,3,422,1,197,3
13,Sun,30-Nov,boxscore,St. Louis Rams,,Minnesota Vikings,48,17,396,1,465,3
13,Sun,30-Nov,boxscore,Philadelphia Eagles,@,Carolina Panthers,25,16,283,2,336,1
13,Sun,30-Nov,boxscore,New Orleans Saints,@,Washington Redskins,24,20,310,0,392,3
13,Sun,30-Nov,boxscore,New England Patriots,@,Indianapolis Colts,38,34,282,3,370,2
13,Mon,1-Dec,boxscore,New York Jets,,Tennessee Titans,24,17,320,2,347,2
Week,Day,Date,,Winner/tie,,Loser/tie,PtsW,PtsL,YdsW,TOW,YdsL,TOL
14,Sun,7-Dec,boxscore,Philadelphia Eagles,,Dallas Cowboys,36,10,403,0,225,2
14,Sun,7-Dec,boxscore,Jacksonville Jaguars,,Houston Texans,27,0,390,0,124,3
14,Sun,7-Dec,boxscore,Minnesota Vikings,,Seattle Seahawks,34,7,465,0,258,3
14,Sun,7-Dec,boxscore,Tampa Bay Buccaneers,@,New Orleans Saints,14,7,314,1,292,3
14,Sun,7-Dec,boxscore,Indianapolis Colts,@,Tennessee Titans,29,27,340,0,327,4
14,Sun,7-Dec,boxscore,Atlanta Falcons,,Carolina Panthers,20,14,380,2,231,3
14,Sun,7-Dec,boxscore,Washington Redskins,@,New York Giants,20,7,288,0,220,3
14,Sun,7-Dec,boxscore,Buffalo Bills,,New York Jets,17,6,256,2,215,1
14,Sun,7-Dec,boxscore,San Diego Chargers,@,Detroit Lions,14,7,375,2,276,0
14,Sun,7-Dec,boxscore,San Francisco 49ers,,Arizona Cardinals,50,14,496,1,210,2
14,Sun,7-Dec,boxscore,Pittsburgh Steelers,,Oakland Raiders,27,7,399,2,161,3
14,Sun,7-Dec,boxscore,Denver Broncos,,Kansas City Chiefs,45,27,508,0,444,0
14,Sun,7-Dec,boxscore,Green Bay Packers,,Chicago Bears,34,21,307,1,275,5
14,Sun,7-Dec,boxscore,New England Patriots,,Miami Dolphins,12,0,228,1,134,3
14,Sun,7-Dec,boxscore,Baltimore Ravens,,Cincinnati Bengals,31,13,353,3,268,5
14,Mon,8-Dec,boxscore,St. Louis Rams,@,Cleveland Browns,26,20,328,1,309,4
Week,Day,Date,,Winner/tie,,Loser/tie,PtsW,PtsL,YdsW,TOW,YdsL,TOL
15,Sun,14-Dec,boxscore,Oakland Raiders,,Baltimore Ravens,20,12,265,0,319,3
15,Sun,14-Dec,boxscore,Dallas Cowboys,@,Washington Redskins,27,0,326,1,161,6
15,Sun,14-Dec,boxscore,New England Patriots,,Jacksonville Jaguars,27,13,296,1,354,2
15,Sun,14-Dec,boxscore,St. Louis Rams,,Seattle Seahawks,27,22,316,1,366,1
15,Sun,14-Dec,boxscore,Indianapolis Colts,,Atlanta Falcons,38,7,465,2,154,2
15,Sun,14-Dec,boxscore,Green Bay Packers,@,San Diego Chargers,38,21,361,1,424,4
15,Sun,14-Dec,boxscore,Chicago Bears,,Minnesota Vikings,13,10,232,0,393,1
15,Sun,14-Dec,boxscore,New Orleans Saints,,New York Giants,45,7,440,1,241,2
15,Sun,14-Dec,boxscore,Cincinnati Bengals,,San Francisco 49ers,41,38,393,0,502,3
15,Sun,14-Dec,boxscore,New York Jets,,Pittsburgh Steelers,6,0,319,1,231,0
15,Sun,14-Dec,boxscore,Kansas City Chiefs,,Detroit Lions,45,17,521,0,334,2
15,Sun,14-Dec,boxscore,Denver Broncos,,Cleveland Browns,23,20,417,1,275,1
15,Sun,14-Dec,boxscore,Tennessee Titans,,Buffalo Bills,28,26,349,1,241,1
15,Sun,14-Dec,boxscore,Tampa Bay Buccaneers,,Houston Texans,16,3,398,0,107,0
15,Sun,14-Dec,boxscore,Carolina Panthers,@,Arizona Cardinals,20,17,298,2,317,2
15,Mon,15-Dec,boxscore,Philadelphia Eagles,@,Miami Dolphins,34,27,401,1,398,2
Week,Day,Date,,Winner/tie,,Loser/tie,PtsW,PtsL,YdsW,TOW,YdsL,TOL
16,Sat,20-Dec,boxscore,Atlanta Falcons,@,Tampa Bay Buccaneers,30,28,267,1,440,4
16,Sat,20-Dec,boxscore,New England Patriots,@,New York Jets,21,16,271,1,321,5
16,Sat,20-Dec,boxscore,Minnesota Vikings,,Kansas City Chiefs,45,20,469,1,329,4
16,Sun,21-Dec,boxscore,Carolina Panthers,,Detroit Lions,20,14,384,2,106,1
16,Sun,21-Dec,boxscore,Dallas Cowboys,,New York Giants,19,3,326,0,213,0
16,Sun,21-Dec,boxscore,San Francisco 49ers,@,Philadelphia Eagles,31,28,414,1,293,3
16,Sun,21-Dec,boxscore,Miami Dolphins,@,Buffalo Bills,20,3,169,2,177,4
16,Sun,21-Dec,boxscore,Baltimore Ravens,@,Cleveland Browns,35,0,359,1,211,4
16,Sun,21-Dec,boxscore,St. Louis Rams,,Cincinnati Bengals,27,10,371,1,286,3
16,Sun,21-Dec,boxscore,Jacksonville Jaguars,,New Orleans Saints,20,19,374,2,350,1
16,Sun,21-Dec,boxscore,Pittsburgh Steelers,,San Diego Chargers,40,24,341,0,344,3
16,Sun,21-Dec,boxscore,Chicago Bears,,Washington Redskins,27,24,429,2,286,0
16,Sun,21-Dec,boxscore,Seattle Seahawks,,Arizona Cardinals,28,10,340,4,299,1
16,Sun,21-Dec,boxscore,Denver Broncos,@,Indianapolis Colts,31,17,465,1,183,0
16,Sun,21-Dec,boxscore,Tennessee Titans,@,Houston Texans,27,24,450,1,326,3
16,Mon,22-Dec,boxscore,Green Bay Packers,@,Oakland Raiders,41,7,548,0,298,3
Week,Day,Date,,Winner/tie,,Loser/tie,PtsW,PtsL,YdsW,TOW,YdsL,TOL
17,Sat,27-Dec,boxscore,Philadelphia Eagles,@,Washington Redskins,31,7,332,0,260,2
17,Sat,27-Dec,boxscore,Seattle Seahawks,@,San Francisco 49ers,24,17,394,3,290,1
17,Sat,27-Dec,boxscore,New England Patriots,,Buffalo Bills,31,0,321,1,256,4
17,Sun,28-Dec,boxscore,Baltimore Ravens,,Pittsburgh Steelers,13,10,279,2,214,5
17,Sun,28-Dec,boxscore,San Diego Chargers,,Oakland Raiders,21,14,337,0,141,1
17,Sun,28-Dec,boxscore,Atlanta Falcons,,Jacksonville Jaguars,21,14,344,1,320,1
17,Sun,28-Dec,boxscore,Carolina Panthers,@,New York Giants,37,24,251,2,175,5
17,Sun,28-Dec,boxscore,Indianapolis Colts,@,Houston Texans,20,17,418,2,204,1
17,Sun,28-Dec,boxscore,Tennessee Titans,,Tampa Bay Buccaneers,33,13,344,1,274,4
17,Sun,28-Dec,boxscore,Arizona Cardinals,,Minnesota Vikings,18,17,219,1,342,2
17,Sun,28-Dec,boxscore,Miami Dolphins,,New York Jets,23,21,397,1,285,0
17,Sun,28-Dec,boxscore,Kansas City Chiefs,,Chicago Bears,31,3,282,1,241,2
17,Sun,28-Dec,boxscore,Green Bay Packers,,Denver Broncos,31,3,366,1,216,3
17,Sun,28-Dec,boxscore,Cleveland Browns,@,Cincinnati Bengals,22,14,379,0,271,1
17,Sun,28-Dec,boxscore,New Orleans Saints,,Dallas Cowboys,13,7,291,0,352,3
17,Sun,28-Dec,boxscore,Detroit Lions,,St. Louis Rams,30,20,342,2,194,3
,,Playoffs,,,,,,,,,,
WildCard,Sat,3-Jan,boxscore,Carolina Panthers,,Dallas Cowboys,29,10,380,0,204,2
WildCard,Sat,3-Jan,boxscore,Tennessee Titans,@,Baltimore Ravens,20,17,324,3,255,2
WildCard,Sun,4-Jan,boxscore,Green Bay Packers,,Seattle Seahawks,33,27,397,0,340,1
WildCard,Sun,4-Jan,boxscore,Indianapolis Colts,,Denver Broncos,41,10,479,1,322,3
Division,Sat,10-Jan,boxscore,New England Patriots,,Tennessee Titans,17,14,297,1,284,1
Division,Sat,10-Jan,boxscore,Carolina Panthers,@,St. Louis Rams,29,23,485,1,380,3
Division,Sun,11-Jan,boxscore,Philadelphia Eagles,,Green Bay Packers,20,17,363,1,381,1
Division,Sun,11-Jan,boxscore,Indianapolis Colts,@,Kansas City Chiefs,38,31,434,0,408,1
ConfChamp,Sun,18-Jan,boxscore,New England Patriots,,Indianapolis Colts,24,14,349,2,306,5
ConfChamp,Sun,18-Jan,boxscore,Carolina Panthers,@,Philadelphia Eagles,14,3,256,0,289,4
SuperBowl,Sun,1-Feb,boxscore,New England Patriots,N,Carolina Panthers,32,29,481,1,387,1
,,,,,,,,,,,,
year: 2002,,,,,,,,,,,,
,,,,,,,,,,,,
Week,Day,Date,,Winner/tie,,Loser/tie,PtsW,PtsL,YdsW,TOW,YdsL,TOL
1,Thu,5-Sep,boxscore,San Francisco 49ers,@,New York Giants,16,13,279,1,361,3
1,Sun,8-Sep,boxscore,Chicago Bears,,Minnesota Vikings,27,23,368,2,368,3
1,Sun,8-Sep,boxscore,New Orleans Saints,@,Tampa Bay Buccaneers,26,20,368,1,333,1
1,Sun,8-Sep,boxscore,New York Jets,@,Buffalo Bills,37,31,266,1,384,3
1,Sun,8-Sep,boxscore,Washington Redskins,,Arizona Cardinals,31,23,442,1,257,1
1,Sun,8-Sep,boxscore,Tennessee Titans,,Philadelphia Eagles,27,24,328,4,261,3
1,Sun,8-Sep,boxscore,Indianapolis Colts,@,Jacksonville Jaguars,28,25,307,2,343,2
1,Sun,8-Sep,boxscore,Kansas City Chiefs,@,Cleveland Browns,40,39,470,1,411,1
1,Sun,8-Sep,boxscore,Oakland Raiders,,Seattle Seahawks,31,17,423,2,186,0
1,Sun,8-Sep,boxscore,San Diego Chargers,@,Cincinnati Bengals,34,6,401,0,203,1
1,Sun,8-Sep,boxscore,Carolina Panthers,,Baltimore Ravens,10,7,265,0,289,1
1,Sun,8-Sep,boxscore,Houston Texans,,Dallas Cowboys,19,10,210,1,267,2
1,Sun,8-Sep,boxscore,Denver Broncos,,St. Louis Rams,23,16,291,2,327,2
1,Sun,8-Sep,boxscore,Miami Dolphins,,Detroit Lions,49,21,389,0,257,2
1,Sun,8-Sep,boxscore,Green Bay Packers,,Atlanta Falcons,37,34,484,1,374,1
1,Mon,9-Sep,boxscore,New England Patriots,,Pittsburgh Steelers,30,14,343,1,283,5
Week,Day,Date,,Winner/tie,,Loser/tie,PtsW,PtsL,YdsW,TOW,YdsL,TOL
2,Sun,15-Sep,boxscore,Dallas Cowboys,,Tennessee Titans,21,13,297,0,333,1
2,Sun,15-Sep,boxscore,New England Patriots,@,New York Jets,44,7,432,2,200,2
2,Sun,15-Sep,boxscore,Chicago Bears,@,Atlanta Falcons,14,13,242,2,257,3
2,Sun,15-Sep,boxscore,San Diego Chargers,,Houston Texans,24,3,267,1,118,3
2,Sun,15-Sep,boxscore,New York Giants,@,St. Louis Rams,26,21,394,1,352,4
2,Sun,15-Sep,boxscore,New Orleans Saints,,Green Bay Packers,35,20,357,2,357,4
2,Sun,15-Sep,boxscore,Carolina Panthers,,Detroit Lions,31,7,385,0,122,3
2,Sun,15-Sep,boxscore,Miami Dolphins,@,Indianapolis Colts,21,13,342,1,432,3
2,Sun,15-Sep,boxscore,Arizona Cardinals,@,Seattle Seahawks,24,13,347,1,426,1
2,Sun,15-Sep,boxscore,Denver Broncos,@,San Francisco 49ers,24,14,299,1,261,2
2,Sun,15-Sep,boxscore,Buffalo Bills,@,Minnesota Vikings,45,39,468,0,449,3
2,Sun,15-Sep,boxscore,Cleveland Browns,,Cincinnati Bengals,20,7,265,0,357,3
2,Sun,15-Sep,boxscore,Tampa Bay Buccaneers,@,Baltimore Ravens,25,0,279,0,173,1
2,Sun,15-Sep,boxscore,Oakland Raiders,@,Pittsburgh Steelers,30,17,464,2,273,5
2,Sun,15-Sep,boxscore,Jacksonville Jaguars,@,Kansas City Chiefs,23,16,450,1,336,2
2,Mon,16-Sep,boxscore,Philadelphia Eagles,@,Washington Redskins,37,7,451,0,179,3
Week,Day,Date,,Winner/tie,,Loser/tie,PtsW,PtsL,YdsW,TOW,YdsL,TOL
3,Sun,22-Sep,boxscore,New Orleans Saints,@,Chicago Bears,29,23,302,3,353,2
3,Sun,22-Sep,boxscore,Cleveland Browns,@,Tennessee Titans,31,28,403,4,187,0
3,Sun,22-Sep,boxscore,Denver Broncos,,Buffalo Bills,28,23,342,0,291,1
3,Sun,22-Sep,boxscore,New England Patriots,,Kansas City Chiefs,41,38,496,1,349,3
3,Sun,22-Sep,boxscore,Indianapolis Colts,@,Houston Texans,23,3,339,2,204,2
3,Sun,22-Sep,boxscore,Miami Dolphins,,New York Jets,30,3,394,0,189,4
3,Sun,22-Sep,boxscore,Green Bay Packers,@,Detroit Lions,37,31,442,3,271,5
3,Sun,22-Sep,boxscore,San Diego Chargers,@,Arizona Cardinals,23,15,289,1,297,3
3,Sun,22-Sep,boxscore,Philadelphia Eagles,,Dallas Cowboys,44,13,447,2,304,4
3,Sun,22-Sep,boxscore,New York Giants,,Seattle Seahawks,9,6,351,0,145,1
3,Sun,22-Sep,boxscore,Carolina Panthers,@,Minnesota Vikings,21,14,370,2,250,5
3,Sun,22-Sep,boxscore,San Francisco 49ers,,Washington Redskins,20,10,366,1,217,3
3,Sun,22-Sep,boxscore,Atlanta Falcons,,Cincinnati Bengals,30,3,306,0,191,2
3,Mon,23-Sep,boxscore,Tampa Bay Buccaneers,,St. Louis Rams,26,14,252,1,358,4
Week,Day,Date,,Winner/tie,,Loser/tie,PtsW,PtsL,YdsW,TOW,YdsL,TOL
4,Sun,29-Sep,boxscore,Jacksonville Jaguars,,New York Jets,28,3,383,0,345,4
4,Sun,29-Sep,boxscore,Oakland Raiders,,Tennessee Titans,52,25,464,1,430,4
4,Sun,29-Sep,boxscore,Detroit Lions,,New Orleans Saints,26,21,352,0,357,3
4,Sun,29-Sep,boxscore,Kansas City Chiefs,,Miami Dolphins,48,30,450,0,399,5
4,Sun,29-Sep,boxscore,Seattle Seahawks,,Minnesota Vikings,48,23,381,1,443,4
4,Sun,29-Sep,boxscore,Dallas Cowboys,@,St. Louis Rams,13,10,315,2,366,3
